"Name","IAUname","RA","DEC","Type","Redshift","Spectra_No"
"PTF10hoe",NULL,"194.903388","39.317586","SN Ia","0.053","1"
"PTF10hoz",NULL,"251.21953","52.61716","SN Ia","0.06","1"
"PTF10hpp",NULL,"229.606196","73.121803","SN Ia","0.13","1"
"PTF10hpy",NULL,"211.475739","57.597657","SN Ia","0.107","1"
"PTF10hrw",NULL,"266.06446","52.149411","SN Ia","0.0487","1"
"PTF10htz",NULL,"197.156344","79.787007","SN Ia","0.0352","7"
"PTF10hyv",NULL,"250.178102","53.999834","SN Ia","0.09","1"
"PTF10iah",NULL,"194.129234","61.435313","SN Ia","0.1","1"
"PTF10icb",NULL,"193.705042","58.881858","SN Ia","0.0086","10"
"PTF10ieb",NULL,"257.970037","43.61584","SN Ia","0.13","2"
"PTF10ifj",NULL,"214.84139","34.353973","SN Ia","0.0761","1"
"PTF10ijq",NULL,"195.096109","36.037407","SN Ia","0.165","1"
"PTF10ijv","2010eo","207.690716","19.438026","SN Ia","0.07","1"
"PTF10inf","2010dt","250.812766","32.67438","SN Ia","0.05","1"
"PTF10iu",NULL,"213.977301","53.698052","SN Ia","0.185","1"
"PTF10iuf",NULL,"241.56442","33.87039","SN Ia","0.1586","8"
"PTF10ivt",NULL,"248.95279","67.698068","SN Ia","0.138","2"
"PTF10iyc",NULL,"257.340942","44.393306","SN Ia","0.055","2"
"PTF10iye",NULL,"255.697389","45.0304","SN Ia","0.19","1"
"PTF10izy",NULL,"198.723542","30.421626","SN Ia","0.072","1"
"PTF10jab",NULL,"256.993628","21.047536","SN Ia","0.187","2"
"PTF10jaq",NULL,"236.692151","50.170792","SN Ia","0.18","0"
"PTF10jcg",NULL,"237.984546","48.472415","SN Ia","0.16","0"
"PTF10jd",NULL,"178.974647","-18.558468","SN Ia","0.12","1"
"PTF10jdw",NULL,"235.50131","47.593877","SN Ia","0.076623","3"
"PTF10jh",NULL,"187.603335","-6.837608","SN Ia","0.038","1"
"PTF10jkh",NULL,"206.579068","37.114138","SN Ia","0.046","1"
"PTF10jko",NULL,"192.262682","34.436763","SN Ia","0.12","1"
"PTF10jpv",NULL,"232.837704","55.462091","SN Ia","0.014","0"
"PTF10jqz",NULL,"186.956547","10.706562","SN Ia","0.12","1"
"PTF10jrs",NULL,"205.517872","44.37554","SN Ia","0.225","1"
"PTF10jsb",NULL,"260.417171","29.32826","SN Ia","0.24","1"
"PTF10jtp",NULL,"257.74362","39.474521","SN Ia","0.067","2"
"PTF10jur",NULL,"242.353486","36.719965","SN Ia","0.2","1"
"PTF10jvy",NULL,"214.401771","56.360526","SN Ia","0.073","2"
"PTF10jwq",NULL,"226.767071","37.217725","SN Ia","0.122","3"
"PTF10jwx",NULL,"205.663736","56.462321","SN Ia","0.0677","1"
"PTF10jxa",NULL,"167.05208","40.679901","SN Ia","0.0737","1"
"PTF10jxf",NULL,"211.387055","38.653978","SN Ia","0.159","1"
"PTF10kdg",NULL,"199.307086","44.144293","SN Ia","0.062","2"
"PTF10kee",NULL,"265.791841","62.957351","SN Ia","0.09","2"
"PTF10kiw",NULL,"221.575348","47.207284","SN Ia","0.069","1"
"PTF10kwx",NULL,"254.525666","63.340841","SN Ia","0.0954","1"
"PTF10kzf",NULL,"254.407916","55.044747","SN Ia","0.113","4"
"PTF10lb",NULL,"143.816518","9.751732","SN Ia","0.139","1"
"PTF10lee",NULL,"356.64309","27.396122","SN Ia","0.123","1"
"PTF10lif",NULL,"213.688696","80.432482","SN Ia","0.042","1"
"PTF10lot","2010gb","234.665557","41.005522","SN Ia","0.025","4"
"PTF10lxp",NULL,"215.986675","55.729092","SN Ia","0.088","1"
"PTF10lya",NULL,"355.381941","14.123651","SN Ia","0.064","2"
"PTF10mbk",NULL,"214.269957","71.789873","SN Ia","0.065","1"
"PTF10mla",NULL,"328.064867","11.34763","SN Ia","0.07034","1"
"PTF10mtd",NULL,"210.498432","4.984788","SN Ia","0.079","3"
"PTF10mwb","2010gn","259.458223","40.881129","SN Ia","0.03","10"
"PTF10nax",NULL,"206.682182","45.69533","SN Ia","0.065","0"
"PTF10nc",NULL,"87.107523","68.116385","SN Ia","0.12","1"
"PTF10nct",NULL,"220.294238","58.407255","SN Ia","0.0521","0"
"PTF10ncu",NULL,"267.254674","68.105142","SN Ia","0.07","2"
"PTF10ncy",NULL,"252.584097","46.968617","SN Ia","0.13","1"
"PTF10ncz",NULL,"234.143291","60.741352","SN Ia","0.17","1"
"PTF10nda",NULL,"209.290535","61.252525","SN Ia","0.1","1"
"PTF10ndc",NULL,"259.959072","28.699295","SN Ia","0.0818","3"
"PTF10ndh",NULL,"213.191601","66.888535","SN Ia","0.19","1"
"PTF10ndi",NULL,"262.041452","37.440103","SN Ia","0.164","2"
"PTF10ndn",NULL,"242.554694","9.00911","SN Ia","0.1","1"
"PTF10ndo",NULL,"231.102058","2.307892","SN Ia","0.0827","1"
"PTF10ndw",NULL,"49.679004","42.299629","SN Ia","0.0192","1"
"PTF10net",NULL,"246.721767","55.53058","SN Ia","0.14","0"
"PTF10ng",NULL,"184.779084","64.681618","SN Ia","0.179","1"
"PTF10nhu",NULL,"243.725604","29.970584","SN Ia","0.153","2"
"PTF10nkc",NULL,"244.420864","35.566226","SN Ia","0.173","0"
"PTF10nkd",NULL,"236.339622","52.230197","SN Ia","0.069","2"
"PTF10nkt",NULL,"224.035693","51.257995","SN Ia","0.13","0"
"PTF10nlg",NULL,"252.643662","60.276376","SN Ia","0.05","6"
"PTF10nlp",NULL,"214.491304","23.827756","SN Ia","0.179","2"
"PTF10nmm",NULL,"208.356811","43.295569","SN Ia","0.18","0"
"PTF10nnh",NULL,"232.305246","40.650674","SN Ia","0.15","1"
"PTF10nno",NULL,"258.443566","58.32734","SN Ia","0.13","0"
"PTF10not",NULL,"346.523514","-7.268367","SN Ia","0.12","2"
"PTF10nuz",NULL,"222.859816","23.058354","SN Ia","0.13","1"
"PTF10nvh",NULL,"323.009772","8.993253","SN Ia","0.068","1"
"PTF10nyt",NULL,"316.149299","-4.047019","SN Ia","0.109","1"
"PTF10oip",NULL,"247.420459","21.664806","SN Ia","0.1473","0"
"PTF10oiq",NULL,"36.397515","-5.854891","SN Ia","0.045","1"
"PTF10oir",NULL,"339.051354","16.252851","SN Ia","0.14","2"
"PTF10ois",NULL,"341.351356","5.205024","SN Ia","0.174","5"
"PTF10oiv",NULL,"227.570402","10.887279","SN Ia","0.046","1"
"PTF10oix",NULL,"227.32029","42.08897","SN Ia","0.2","1"
"PTF10ol",NULL,"29.202396","-5.485405","SN Ia","0.098","2"
"PTF10one",NULL,"26.882542","35.898292","SN Ia","0.1","2"
"PTF10opn",NULL,"212.4457","52.432832","SN Ia","0.144","1"
"PTF10opo",NULL,"231.915679","46.148585","SN Ia","0.216","1"
"PTF10opq",NULL,"334.593673","7.332157","SN Ia","0.144","1"
"PTF10ops",NULL,"326.889861","5.858411","SN Ia","0.06","12"
"PTF10otc",NULL,"254.818234","68.18205","SN Ia","0.054","2"
"PTF10oth",NULL,"219.029005","55.721091","SN Ia","0.1455","1"
"PTF10oum",NULL,"357.336768","15.287754","SN Ia","0.111","1"
"PTF10oun",NULL,"241.280415","32.064524","SN Ia","0.1159","1"
"PTF10ozy",NULL,"222.211722","57.768715","SN Ia","0.0436","3"
"PTF10pcb",NULL,"245.525255","41.998353","SN Ia","0.1363","1"
"PTF10pcc",NULL,"257.286421","20.930621","SN Ia","0.19","1"
"PTF10pcd",NULL,"248.082662","8.032251","SN Ia","0.1251","2"
"PTF10pcr",NULL,"223.569018","45.426662","SN Ia","0.2","1"
"PTF10pdf",NULL,"201.12908","42.08897","SN Ia","0.0757","5"
"PTF10pdh",NULL,"252.881","44.39169","SN Ia","0.134","1"
"PTF10pko",NULL,"265.674366","47.384203","SN Ia","0.146","1"
"PTF10ppi",NULL,"261.070511","46.488357","SN Ia","0.167","1"
"PTF10psj",NULL,"2.86979","25.60344","SN Ia","0.11","2"
"PTF10pv",NULL,"106.542117","50.552156","SN Ia","0.09","0"
"PTF10pvg",NULL,"261.48558","52.44662","SN Ia","0.1","1"
"PTF10pvh",NULL,"246.189241","54.490458","SN Ia","0.105","1"
"PTF10pvi",NULL,"330.509672","14.536219","SN Ia","0.0803","2"
"PTF10px",NULL,"199.437673","-15.501856","SN Ia","0.04","1"
"PTF10pxj","2010gl","247.911579","59.623864","SN Ia","0.019","7"
"PTF10qfo",NULL,"225.849508","68.457759","SN Ia","0.078","4"
"PTF10qhp",NULL,"245.267787","21.340969","SN Ia","0.032","1"
"PTF10qht",NULL,"236.785311","35.660435","SN Ia","0.08","1"
"PTF10qjl",NULL,"249.997195","12.107072","SN Ia","0.057","7"
"PTF10qjq",NULL,"256.801641","35.509794","SN Ia","0.0289","6"
"PTF10qkf",NULL,"348.595971","10.754772","SN Ia","0.081","2"
"PTF10qku",NULL,"226.581392","1.366033","SN Ia","0.1198","2"
"PTF10qkv",NULL,"257.971045","27.372085","SN Ia","0.061","2"
"PTF10qky",NULL,"334.456103","5.425142","SN Ia","0.075","2"
"PTF10qly",NULL,"357.689804","17.344266","SN Ia","0.0849","1"
"PTF10qna",NULL,"11.961771","-25.965653","SN Ia","0.1","2"
"PTF10qnk",NULL,"316.58142","-8.67089","SN Ia","0.08","2"
"PTF10qnn",NULL,"212.20775","55.48161","SN Ia","0.08","2"
"PTF10qny",NULL,"242.380442","22.336256","SN Ia","0.033","4"
"PTF10qnz",NULL,"10.70258","18.71822","SN Ia","0.06","2"
"PTF10qoj",NULL,"257.08746","18.84775","SN Ia","0.11","2"
"PTF10qok",NULL,"227.64233","1.03114","SN Ia","0.072","3"
"PTF10qpb",NULL,"358.72804","-1.67206","SN Ia","0.0815","2"
"PTF10qqt",NULL,"324.902","4.434","SN Ia","0.11","2"
"PTF10qqw",NULL,"26.3009","30.67039","SN Ia","0.108","1"
"PTF10qrj",NULL,"20.70179","-1.80611","SN Ia","0.14","2"
"PTF10qsc",NULL,"323.58838","-5.06233","SN Ia","0.088","6"
"PTF10qtb",NULL,"323.070839","-4.747491","SN Ia","0.11","1"
"PTF10qwg",NULL,"40.541163","2.44791","SN Ia","0.071","2"
"PTF10qwm",NULL,"330.709106","8.393968","SN Ia","0.101","5"
"PTF10qyn",NULL,"341.312169","-11.020425","SN Ia","0.151","1"
"PTF10qyq",NULL,"6.246494","19.561982","SN Ia","0.16","1"
"PTF10qyr",NULL,"341.375611","23.381483","SN Ia","0.05","1"
"PTF10qyx","2010gy","36.800239","-4.534664","SN Ia","0.063","4"
"PTF10rab",NULL,"26.780889","-0.049847","SN Ia","0.0841","3"
"PTF10ran",NULL,"355.105084","18.9182","SN Ia","0.16","1"
"PTF10rbc",NULL,"347.2307","3.999904","SN Ia","0.09","1"
"PTF10rbp",NULL,"19.158591","-1.823221","SN Ia","0.079","1"
"PTF10rc",NULL,"184.856784","46.460484","SN Ia","0.168","1"
"PTF10rcf",NULL,"212.207675","23.862014","SN Ia","0.0572","1"
"PTF10rcg",NULL,"251.011657","17.641371","SN Ia","0.08","3"
"PTF10rct",NULL,"32.949104","13.15326","SN Ia","0.076","1"
"PTF10rgn",NULL,"25.417783","30.824125","SN Ia","0.093","1"
"PTF10rhi",NULL,"357.432385","13.042575","SN Ia","0.0849","1"
"PTF10rhw",NULL,"239.608586","17.783337","SN Ia","0.1371","1"
"PTF10rka",NULL,"237.762022","26.636881","SN Ia","0.07","1"
"PTF10rks",NULL,"312.618363","-4.05204","SN Ia","0.058","2"
"PTF10rlq",NULL,"343.493004","18.427633","SN Ia","0.1","1"
"PTF10rpc",NULL,"260.206182","44.13073","SN Ia","0.11","1"
"PTF10rpg",NULL,"353.666505","27.330744","SN Ia","0.03","1"
"PTF10rpt",NULL,"1.109148","28.291037","SN Ia","0.103","1"
"PTF10sck",NULL,"0.435698","28.968472","SN Ia","0.118","1"
"PTF10slu",NULL,"342.447903","3.332846","SN Ia","0.105","1"
"PTF10sm",NULL,"201.088803","13.262636","SN Ia","0.094","1"
"PTF10stg","2010hu","350.555388","-5.318735","SN Ia","0.08","1"
"PTF10sto",NULL,"255.609392","35.305746","SN Ia","0.0979","1"
"PTF10stw",NULL,"11.734241","24.757611","SN Ia","0.043","2"
"PTF10tce","2010ho","349.793159","9.198398","SN Ia","0.041","6"
"PTF10tfs",NULL,"28.858433","12.494","SN Ia","0.18","1"
"PTF10tkh",NULL,"219.01614","24.042225","SN Ia","0.14","1"
"PTF10tky",NULL,"254.744798","34.140777","SN Ia","0.11","1"
"PTF10tly","2010hk","54.469112","4.947867","SN Ia","0.03","3"
"PTF10tpw",NULL,"343.520508","-13.03155","SN Ia","0.111","1"
"PTF10tqy",NULL,"10.672998","24.754005","SN Ia","0.05","3"
"PTF10trp",NULL,"322.033267","9.853661","SN Ia","0.049","2"
"PTF10trr",NULL,"3.268001","-14.816028","SN Ia","0.12","2"
"PTF10trs",NULL,"3.835996","17.533161","SN Ia","0.07","5"
"PTF10trt",NULL,"314.988614","1.221502","SN Ia","0.21","1"
"PTF10trw",NULL,"335.088035","-2.501728","SN Ia","0.17","1"
"PTF10tte",NULL,"260.97117","22.242592","SN Ia","0.21","1"
"PTF10tum",NULL,"33.655245","9.53019","SN Ia","0.06","1"
"PTF10twd",NULL,"345.059342","20.799944","SN Ia","0.07","1"
"PTF10txl",NULL,"252.492057","21.057871","SN Ia","0.18","1"
"PTF10ubc",NULL,"10.504041","20.675808","SN Ia","0.1","1"
"PTF10ubm",NULL,"0.497006","21.824952","SN Ia","0.07","2"
"PTF10uca",NULL,"6.130982","12.500956","SN Ia","0.2","1"
"PTF10ucg",NULL,"359.933556","21.866523","SN Ia","0.169","1"
"PTF10uch",NULL,"338.191106","5.340514","SN Ia","0.13","1"
"PTF10ucj",NULL,"34.690772","29.17291","SN Ia","0.11","1"
"PTF10uck",NULL,"45.636187","13.679141","SN Ia","0.13","1"
"PTF10ucl",NULL,"331.520229","15.509576","SN Ia","0.08","1"
"PTF10ucu",NULL,"248.776473","31.0323","SN Ia","0.098","1"
"PTF10ucv",NULL,"255.137694","44.132275","SN Ia","0.22","1"
"PTF10udc",NULL,"319.90318","-4.120142","SN Ia","0.134","1"
"PTF10uff",NULL,"262.00576","19.125323","SN Ia","0.19","1"
"PTF10ufh",NULL,"324.632985","6.130555","SN Ia","0.2","1"
"PTF10ufj","2010hs","36.413039","24.764767","SN Ia","0.07","7"
"PTF10uic",NULL,"328.517508","8.444295","SN Ia","0.13","1"
"PTF10ujl",NULL,"7.366911","15.547697","SN Ia","0.11","1"
"PTF10ujn",NULL,"118.307171","72.337073","SN Iax[02cx-like]","0.12","3"
"PTF10ujt",NULL,"27.393102","-8.800696","SN Ia","0.14","1"
"PTF10ulk",NULL,"325.161099","-11.232188","SN Ia","0.19","1"
"PTF10ums",NULL,"15.180298","0.025516","SN Ia","0.2","1"
"PTF10umw",NULL,"331.351364","-9.715602","SN Ia","0.07","3"
"PTF10umy",NULL,"9.87588","-9.038942","SN Ia","0.08","1"
"PTF10urj",NULL,"11.938135","39.744409","SN Ia","0.105","1"
"PTF10urn",NULL,"9.850758","19.229248","SN Ia","0.11","1"
"PTF10uzi",NULL,"67.592819","-3.27961","SN Ia","0.12","1"
"PTF10vb",NULL,"181.817085","2.191365","SN Ia","0.226","1"
"PTF10vfo",NULL,"18.77779","24.60494","SN Ia","0.0885","4"
"PTF10vh",NULL,"183.07922","1.269407","SN Ia","0.079","1"
"PTF10vhz",NULL,"11.52754","5.35006","SN Ia","0.12","3"
"PTF10vi",NULL,"161.789406","13.715226","SN Ia","0.2085","1"
"PTF10viq","2010ij","335.083189","17.056174","SN Ia","0.031","1"
"PTF10vnj",NULL,"327.249247","-10.544209","SN Ia","0.077","1"
"PTF10vnu",NULL,"17.763997","0.440954","SN Ia","0.05","1"
"PTF10vqx",NULL,"67.230261","-4.369738","SN Ia","0.11","1"
"PTF10vty",NULL,"264.712017","56.669643","SN Ia","0.082","1"
"PTF10vye",NULL,"262.518635","40.58092","SN Ia","0.046","2"
"PTF10vyl",NULL,"357.782353","-3.592515","SN Ia","0.1","1"
"PTF10vyv",NULL,"25.004498","-8.045148","SN Ia","0.074","1"
"PTF10vzj",NULL,"61.97456","-2.543135","SN Ia","0.0308","1"
"PTF10vzt",NULL,"51.769133","-6.595029","SN Ia","0.145","5"
"PTF10w",NULL,"175.73068","58.326165","SN Ia","0.12","0"
"PTF10wbb",NULL,"31.958074","-6.536909","SN Ia","0.044","1"
"PTF10whg",NULL,"235.966505","35.157692","SN Ia","0.071","1"
"PTF10wix",NULL,"340.958164","-2.601745","SN Ia","0.066","0"
"PTF10wjy",NULL,"54.938359","-4.444334","SN Ia","0.0446","1"
"PTF10wlw",NULL,"246.222288","18.382906","SN Ia","0.037","1"
"PTF10wml",NULL,"134.543797","52.183554","SN Ia","0.031419","1"
"PTF10wmm",NULL,"133.186678","53.309516","SN Ia","0.094","1"
"PTF10wnm",NULL,"5.515038","27.040625","SN Ia","0.0656","5"
"PTF10wnq",NULL,"12.290926","32.138739","SN Ia","0.07","3"
"PTF10wnt",NULL,"25.541695","-8.794204","SN Ia","0.074","1"
"PTF10woa",NULL,"143.92054","23.318368","SN Ia","0.057","1"
"PTF10wof",NULL,"353.174348","15.358807","SN Ia","0.0527","6"
"PTF10wor",NULL,"338.173332","-9.465761","SN Ia","0.06","1"
"PTF10wos",NULL,"326.164227","-5.423635","SN Ia","0.08","3"
"PTF10wov",NULL,"7.50258","20.958405","SN Ia","0.096","1"
"PTF10wpx",NULL,"329.776987","21.038799","SN Ia","0.145","1"
"PTF10wri",NULL,"351.097972","27.179114","SN Ia","0.12","1"
"PTF10wrm",NULL,"342.619715","8.822475","SN Ia","0.06","1"
"PTF10wxp",NULL,"252.525629","35.443177","SN Ia","0.06","1"
"PTF10wyq",NULL,"19.603698","19.446167","SN Ia","0.08","1"
"PTF10xcd",NULL,"34.077246","12.538814","SN Ia","0.137","1"
"PTF10xea",NULL,"337.267806","14.072345","SN Ia","0.19","1"
"PTF10xeb",NULL,"341.598944","10.428984","SN Ia","0.122","1"
"PTF10xel",NULL,"337.207785","34.723126","SN Ia","0.152","1"
"PTF10xes",NULL,"4.128318","2.613483","SN Ia","0.16","1"
"PTF10xfk",NULL,"27.917957","23.466523","SN Ia","0.08","1"
"PTF10xfn",NULL,"353.915532","1.015352","SN Ia","0.087","1"
"PTF10xfv",NULL,"336.812383","2.376617","SN Ia","0.12","1"
"PTF10xgb",NULL,"252.922973","26.304129","SN Ia","0.098","1"
"PTF10xgc",NULL,"251.874501","24.342907","SN Ia","0.05","1"
"PTF10xgp",NULL,"64.209589","1.860887","SN Ia","0.166","1"
"PTF10xgx",NULL,"3.096456","2.512239","SN Ia","0.142","4"
"PTF10xhs",NULL,"0.773039","12.134023","SN Ia","0.203","1"
"PTF10xij",NULL,"55.998248","-17.988453","SN Ia","0.104","1"
"PTF10xir","2010ip","52.451834","6.548766","SN Ia","0.05","1"
"PTF10xjm",NULL,"31.070661","3.978699","SN Ia","0.158","1"
"PTF10xjy",NULL,"356.603816","22.815101","SN Ia","0.118","1"
"PTF10xk",NULL,"25.26192","30.227416","SN Ia","0.08","2"
"PTF10xkb",NULL,"39.34659","11.039748","SN Ia","0.12","1"
"PTF10xku",NULL,"27.768968","36.801979","SN Ia","0.219","2"
"PTF10xmc",NULL,"13.544509","32.226028","SN Ia","0.09","1"
"PTF10xsk",NULL,"340.964302","22.48939","SN Ia","0.11","1"
"PTF10xtp",NULL,"32.287216","23.538065","SN Ia","0.098","1"
"PTF10xtu",NULL,"16.703217","27.534368","SN Ia","0.11","1"
"PTF10xua",NULL,"124.654351","22.336829","SN Ia","0.09","1"
"PTF10xup",NULL,"154.730369","45.395368","SN Ia","0.06","1"
"PTF10xvh",NULL,"67.217187","-9.377474","SN Ia","0.106","1"
"PTF10xwg",NULL,"65.809424","-5.097167","SN Ia","0.093","3"
"PTF10xxw",NULL,"250.248784","58.527936","SN Ia","0.14","1"
"PTF10xy",NULL,"74.55457","-8.332847","SN Ia","0.15","1"
"PTF10xya",NULL,"258.818876","57.270393","SN Ia","0.025","2"
"PTF10xyl",NULL,"5.103588","5.701597","SN Ia","0.056","2"
"PTF10xyt",NULL,"349.760103","13.79078","SN Ia","0.049","6"
"PTF10xyy",NULL,"71.481883","-8.745748","SN Ia","0.14","1"
"PTF10yad",NULL,"343.069677","4.185142","SN Ia","0.14","1"
"PTF10ycq",NULL,"146.515832","2.748232","SN Ia","0.061","2"
"PTF10ydz",NULL,"42.617079","15.700262","SN Ia","0.12","1"
"PTF10yer",NULL,"322.255983","-1.430086","SN Ia","0.05","2"
"PTF10ygh",NULL,"355.759762","25.353894","SN Ia","0.148","1"
"PTF10ygr",NULL,"8.032335","20.756057","SN Ia","0.115","2"
"PTF10ygu","2010jn","144.376216","23.159157","SN Ia","0.025047","18"
"PTF10yhj",NULL,"322.855487","3.662179","SN Ia","0.14","1"
"PTF10yiu",NULL,"66.79718","-9.928962","SN Ia","0.1016","2"
"PTF10yiv",NULL,"66.933672","-10.435635","SN Ia","0.1125","2"
"PTF10ykf",NULL,"0.316684","16.537996","SN Ia","0.15","1"
"PTF10ymy",NULL,"261.936274","26.894641","SN Ia","0.019","1"
"PTF10yrd",NULL,"45.117852","14.855933","SN Ia","0.0715","1"
"PTF10yrn",NULL,"3.218562","20.667951","SN Ia","0.095","2"
"PTF10yux",NULL,"351.05579","7.228525","SN Ia","0.04","5"
"PTF10yxj",NULL,"7.366972","15.284835","SN Ia","0.143","3"
"PTF10yyk",NULL,"327.763254","20.993494","SN Ia","0.18","1"
"PTF10yyt",NULL,"53.620803","-4.496819","SN Ia","0.035","2"
"PTF10yzu",NULL,"336.797994","14.916548","SN Ia","0.1","2"
"PTF10zai",NULL,"197.671794","44.022513","SN Ia","0.0357","2"
"PTF10zak",NULL,"155.198745","46.771766","SN Ia","0.04","4"
"PTF10zau",NULL,"119.261629","54.981009","SN Ia","0.073","3"
"PTF10zba",NULL,"154.608255","46.394061","SN Ia","0.15","1"
"PTF10zbe",NULL,"120.479194","55.130544","SN Ia","0.04677","1"
"PTF10zbf",NULL,"130.12655","73.769333","SN Ia","0.13","2"
"PTF10zbk",NULL,"37.393757","22.333575","SN Ia","0.064","2"
"PTF10zbn",NULL,"22.561969","29.678473","SN Ia","0.114","1"
"PTF10zcd",NULL,"17.137369","16.502957","SN Ia","0.132","3"
"PTF10zdk",NULL,"33.530525","23.630602","SN Ia","0.034","6"
"PTF10zdq",NULL,"27.478711","21.033048","SN Ia","0.16","4"
"PTF10zej","2010li","31.760443","20.853715","SN Ia","0.04","3"
"PTF10zgo",NULL,"359.027894","17.595244","SN Ia","0.056","1"
"PTF10zgq",NULL,"320.236411","4.016379","SN Ia","0.038","2"
"PTF10zgy",NULL,"39.682651","14.104288","SN Ia","0.04","2"
"PTF10zhi",NULL,"23.101224","21.455835","SN Ia","0.13","1"
"PTF11aad",NULL,"138.041","61.70239","SN Ia","0.11","1"
"PTF11abm",NULL,"147.82358","68.56367","SN Ia","0.12","1"
"PTF11ael",NULL,"202.06433","48.45239","SN Ia","0.0762","2"
"PTF11aen",NULL,"221.761324","3.748244","SN Ia","0.158","1"
"PTF11aff",NULL,"118.67229","27.34925","SN Ia","0.19","1"
"PTF11agk",NULL,"169.408964","13.356594","SN Ia","0.147","1"
"PTF11ai",NULL,"194.95079","22.40336","SN Ia","0.09","1"
"PTF11aif",NULL,"30.56238","32.82675","SN Ia","0.138","4"
"PTF11aig",NULL,"121.88042","16.45256","SN Ia","0.2","1"
"PTF11aii",NULL,"166.32933","46.22981","SN Ia","0.12","1"
"PTF11aik",NULL,"122.262","57.32114","SN Ia","0.162","1"
"PTF11aki",NULL,"118.07767","26.461","SN Ia","0.13","3"
"PTF11alg",NULL,"42.36317","40.28875","SN Ia","0.15","3"
"PTF11alo","2011Z","202.6795","-20.954","SN Ia","0.018","2"
"PTF11ao",NULL,"119.99046","33.30081","SN Ia","0.1085","2"
"PTF11ap",NULL,"175.53525","10.45686","SN Ia","0.08","1"
"PTF11apk",NULL,"155.256966","21.716763","SN Ia","0.0405","2"
"PTF11apq",NULL,"163.593233","33.16404","SN Ia","0.0724","1"
"PTF11aqh",NULL,"173.860774","39.77026","SN Ia","0.16","1"
"PTF11aqo",NULL,"90.013768","-17.700475","SN Ia","0.15","1"
"PTF11aqu",NULL,"169.209234","54.731473","SN Ia","0.045","1"
"PTF11arg",NULL,"173.589582","-13.370203","SN Ia","0.11","1"
"PTF11arw",NULL,"146.639632","44.335729","SN Ia","0.18","1"
"PTF11asf",NULL,"171.270478","-3.854142","SN Ia","0.097","2"
"PTF11atu",NULL,"232.81238","-0.779528","SN Ia","0.084","1"
"PTF11auf",NULL,"199.082329","46.921551","SN Ia","0.155","0"
"PTF11auy",NULL,"184.853056","75.642999","SN Ia","0.11","2"
"PTF11avn",NULL,"67.842793","-4.134816","SN Ia","0.079","0"
"PTF11ayu",NULL,"223.196622","21.323895","SN Ia","0.102","1"
"PTF11azo",NULL,"224.780358","2.945866","SN Ia","0.18","1"
"PTF11azt",NULL,"180.505663","25.199177","SN Ia","0.196","1"
"PTF11bas",NULL,"199.199733","43.520353","SN Ia","0.085","3"
"PTF11be","2011K","71.3766","-7.34815","SN Ia","0.015","2"
"PTF11bgb",NULL,"182.542985","64.182053","SN Ia","0.09","1"
"PTF11bge",NULL,"184.796861","18.514016","SN Ia","0.085","1"
"PTF11bgj",NULL,"188.908834","6.507554","SN Ia","0.15","2"
"PTF11bgv",NULL,"257.297771","28.606396","SN Ia","0.035","1"
"PTF11biv",NULL,"257.141268","22.071096","SN Ia","0.048","1"
"PTF11bjk",NULL,"245.912681","40.537663","SN Ia","0.14","1"
"PTF11bju","2011bg","179.059813","25.354025","SN Ia","0.0323","3"
"PTF11bkc",NULL,"237.15158","35.68617","SN Ia","0.0633","2"
"PTF11bkd","2011bk","245.145098","21.202302","SN Ia","0.03279","1"
"PTF11bkf",NULL,"215.380643","23.94813","SN Ia","0.05","2"
"PTF11blu",NULL,"189.72743","56.385541","SN Ia","0.068","1"
"PTF11bly",NULL,"214.227824","40.717505","SN Ia","0.09","1"
"PTF11bmc",NULL,"207.023211","24.813459","SN Ia","0.14","1"
"PTF11bmo","2011ai","217.270768","41.911765","SN Ia","0.0316","1"
"PTF11bnb",NULL,"262.020549","31.497951","SN Ia","0.04","1"
"PTF11bnf",NULL,"241.186769","49.457828","SN Ia","0.024","1"
"PTF11bnw",NULL,"178.038916","55.481711","SN Ia","0.18","1"
"PTF11bnx",NULL,"247.58051","21.085354","SN Ia","0.06","3"
"PTF11bof",NULL,"238.26971","20.635976","SN Ia","0.026","1"
"PTF11bop",NULL,"225.761224","31.531795","SN Ia","0.11","1"
"PTF11bpw",NULL,"185.437599","12.257945","SN Ia","0.047","2"
"PTF11bqc",NULL,"144.290928","23.009393","SN Ia","0.081","1"
"PTF11bui",NULL,"198.234982","47.45346","SN Ia","0.02846","12"
"PTF11bup",NULL,"146.682233","21.588913","SN Ia","0.089","1"
"PTF11byi",NULL,"185.437599","12.257945","SN Ia","0.047","2"
"PTF11cao",NULL,"244.699836","25.187909","SN Ia","0.04","2"
"PTF11caz",NULL,"235.942917","37.312333","SN Ia","0.192","1"
"PTF11cbq",NULL,"234.787141","34.600828","SN Ia","0.12","1"
"PTF11cdo",NULL,"246.397588","33.533769","SN Ia","0.146","1"
"PTF11cey",NULL,"250.239112","23.128902","SN Ia","0.13","1"
"PTF11cfm",NULL,"258.928227","21.940996","SN Ia","0.088","1"
"PTF11cfr",NULL,"127.671573","18.087","SN Ia","0.09","1"
"PTF11cji",NULL,"191.142839","7.623985","SN Ia","0.088","1"
"PTF11cmg",NULL,"169.883042","54.563393","SN Ia","0.1","1"
